payment_id,customer_id,staff_id,rental_id,amount,payment_date
11601,430,1,1274,2.99,2005-06-15 07:52:52.000
11602,430,1,1538,2.99,2005-06-16 01:05:50.000
11603,430,1,1759,6.99,2005-06-16 17:46:37.000
11604,430,2,2892,0.99,2005-06-20 02:06:39.000
11605,430,2,3153,0.99,2005-06-20 20:44:15.000
11606,430,1,5002,4.99,2005-07-09 01:17:08.000
11607,430,1,5217,5.99,2005-07-09 11:56:50.000
11608,430,2,5879,6.99,2005-07-10 19:12:47.000
11609,430,1,5958,6.99,2005-07-10 23:31:51.000
11610,430,2,6043,0.99,2005-07-11 03:18:10.000
11611,430,1,8560,4.99,2005-07-29 11:27:27.000
11612,430,2,9450,2.99,2005-07-30 22:04:04.000
11613,430,1,12723,0.99,2005-08-18 21:34:16.000
11614,430,1,12965,4.99,2005-08-19 06:33:00.000
11615,430,1,13007,0.99,2005-08-19 07:47:43.000
11616,430,2,13452,0.99,2005-08-20 00:20:07.000
11617,430,2,13454,2.99,2005-08-20 00:30:52.000
11618,430,1,14058,5.99,2005-08-20 22:24:35.000
11619,430,1,15031,4.99,2005-08-22 09:11:48.000
11620,431,2,1126,2.99,2005-05-31 17:27:45.000
11621,431,2,1561,2.99,2005-06-16 02:41:30.000
11622,431,1,2096,4.99,2005-06-17 18:33:04.000
11623,431,1,2269,3.99,2005-06-18 06:20:54.000
11624,431,2,2281,4.99,2005-06-18 06:47:29.000
11625,431,2,2761,2.99,2005-06-19 17:22:17.000
11626,431,2,3304,6.99,2005-06-21 07:43:40.000
11627,431,2,3369,8.99,2005-06-21 13:20:31.000
11628,431,1,4144,3.99,2005-07-07 08:25:44.000
11629,431,1,4801,2.99,2005-07-08 16:51:36.000
11630,431,1,4863,0.99,2005-07-08 19:03:15.000
11631,431,2,7978,4.99,2005-07-28 14:16:14.000
11632,431,2,8810,4.99,2005-07-29 21:45:19.000
11633,431,2,10508,0.99,2005-08-01 11:23:27.000
11634,431,1,10527,4.99,2005-08-01 11:55:54.000
11635,431,2,10959,6.99,2005-08-02 03:39:39.000
11636,431,2,11538,2.99,2005-08-17 00:44:04.000
11637,431,1,12273,6.99,2005-08-18 04:40:50.000
11638,431,2,13153,1.99,2005-08-19 13:09:47.000
11639,431,1,13784,4.99,2005-08-20 12:11:28.000
11640,431,1,15809,2.99,2005-08-23 14:42:07.000
11641,431,1,15960,2.99,2005-08-23 19:35:42.000
11642,431,2,13587,2.99,2006-02-14 15:16:03.000
11643,432,2,326,7.99,2005-05-27 01:10:11.000
11644,432,1,550,5.99,2005-05-28 07:39:16.000
11645,432,1,897,8.99,2005-05-30 09:10:01.000
11646,432,2,1180,5.99,2005-06-15 00:39:01.000
11647,432,2,1597,2.99,2005-06-16 05:47:03.000
11648,432,2,3194,4.99,2005-06-20 23:59:57.000
11649,432,1,4965,5.99,2005-07-08 23:46:57.000
11650,432,1,4973,4.99,2005-07-08 23:58:18.000
11651,432,1,5204,2.99,2005-07-09 10:54:14.000
11652,432,1,5322,6.99,2005-07-09 16:28:13.000
11653,432,1,5944,4.99,2005-07-10 22:51:44.000
11654,432,1,5990,4.99,2005-07-11 01:03:14.000
11655,432,2,7326,4.99,2005-07-27 13:50:40.000
11656,432,2,7681,0.99,2005-07-28 03:07:09.000
11657,432,2,8079,4.99,2005-07-28 17:58:36.000
11658,432,2,8094,6.99,2005-07-28 18:30:28.000
11659,432,2,9916,4.99,2005-07-31 14:54:52.000
11660,432,2,9984,2.99,2005-07-31 17:12:23.000
11661,432,2,11870,0.99,2005-08-17 14:11:28.000
11662,432,1,12767,6.99,2005-08-18 23:25:49.000
11663,432,1,14027,2.99,2005-08-20 21:21:34.000
11664,432,1,15523,4.99,2005-08-23 03:32:36.000
11665,432,1,15713,6.99,2005-08-23 10:56:15.000
11666,433,2,146,8.99,2005-05-26 00:07:11.000
11667,433,1,691,10.99,2005-05-29 01:01:26.000
11668,433,2,4087,6.99,2005-07-07 05:30:56.000
11669,433,2,4158,0.99,2005-07-07 09:05:42.000
11670,433,2,4988,7.99,2005-07-09 00:46:14.000
11671,433,2,5457,0.99,2005-07-09 22:33:14.000
11672,433,1,5969,8.99,2005-07-11 00:03:22.000
11673,433,1,6765,5.99,2005-07-12 15:30:47.000
11674,433,1,6848,0.99,2005-07-12 19:24:07.000
11675,433,1,6850,4.99,2005-07-12 19:30:42.000
11676,433,1,7821,4.99,2005-07-28 08:31:23.000
11677,433,2,7907,4.99,2005-07-28 11:32:00.000
11678,433,1,8414,5.99,2005-07-29 06:48:35.000
11679,433,1,8713,2.99,2005-07-29 17:31:19.000
11680,433,2,9161,4.99,2005-07-30 11:19:18.000
11681,433,1,9294,3.99,2005-07-30 16:14:37.000
11682,433,1,10663,4.99,2005-08-01 16:51:08.000
11683,433,1,11664,2.99,2005-08-17 05:35:52.000
11684,433,2,12669,6.99,2005-08-18 19:17:47.000
11685,433,2,13273,4.99,2005-08-19 17:49:13.000
11686,433,1,13801,4.99,2005-08-20 12:40:53.000
11687,433,2,14523,4.99,2005-08-21 15:03:45.000
11688,433,1,14559,6.99,2005-08-21 16:11:35.000
11689,433,2,15476,4.99,2005-08-23 01:45:07.000
11690,433,1,15502,5.99,2005-08-23 02:40:04.000
11691,434,2,508,5.99,2005-05-28 02:40:50.000
11692,434,1,1225,0.99,2005-06-15 03:45:35.000
11693,434,2,1584,5.99,2005-06-16 04:50:50.000
11694,434,2,2415,7.99,2005-06-18 17:02:42.000
11695,434,1,2430,3.99,2005-06-18 17:51:46.000
11696,434,1,2494,3.99,2005-06-18 22:15:09.000
11697,434,1,3014,2.99,2005-06-20 10:45:20.000
11698,434,2,3037,2.99,2005-06-20 12:28:03.000
11699,434,1,4414,2.99,2005-07-07 22:00:21.000
11700,434,2,4654,6.99,2005-07-08 09:48:03.000
11701,434,2,4960,10.99,2005-07-08 23:27:16.000
11702,434,2,5464,2.99,2005-07-09 22:58:14.000
11703,434,2,6972,0.99,2005-07-27 00:31:25.000
11704,434,1,7260,6.99,2005-07-27 11:09:28.000
11705,434,2,7479,2.99,2005-07-27 19:18:17.000
11706,434,1,8205,0.99,2005-07-28 23:18:48.000
11707,434,1,9350,4.99,2005-07-30 18:24:30.000
11708,434,1,11242,3.99,2005-08-02 13:32:00.000
11709,434,1,11867,2.99,2005-08-17 14:04:28.000
11710,434,2,12030,2.99,2005-08-17 20:10:48.000
11711,434,2,12146,2.99,2005-08-18 00:10:04.000
11712,434,2,12624,7.99,2005-08-18 17:35:00.000
11713,434,2,13359,9.99,2005-08-19 21:04:49.000
11714,434,1,13383,7.99,2005-08-19 21:38:44.000
11715,434,2,14553,4.99,2005-08-21 15:59:40.000
11716,434,2,15016,3.99,2005-08-22 08:47:35.000
11717,434,2,15385,4.99,2005-08-22 22:37:34.000
11718,435,1,757,7.99,2005-05-29 10:29:47.000
11719,435,1,806,4.99,2005-05-29 18:31:30.000
11720,435,2,1443,0.99,2005-06-15 18:57:51.000
11721,435,1,2984,0.99,2005-06-20 08:43:44.000
11722,435,1,3690,0.99,2005-07-06 09:46:03.000
11723,435,1,3918,8.99,2005-07-06 20:26:15.000
11724,435,2,5220,4.99,2005-07-09 11:59:04.000
11725,435,2,6051,4.99,2005-07-11 03:46:41.000
11726,435,1,6935,2.99,2005-07-26 23:13:10.000
11727,435,1,8386,5.99,2005-07-29 05:45:30.000
11728,435,2,8891,4.99,2005-07-30 00:46:55.000
11729,435,2,9269,0.99,2005-07-30 15:02:33.000
11730,435,1,9655,3.99,2005-07-31 05:57:54.000
11731,435,2,9829,4.99,2005-07-31 11:58:38.000
11732,435,1,10998,6.99,2005-08-02 04:50:55.000
11733,435,1,11041,2.99,2005-08-02 06:03:53.000
11734,435,1,11786,3.99,2005-08-17 10:57:40.000
11735,435,1,11796,0.99,2005-08-17 11:16:47.000
11736,435,2,12046,0.99,2005-08-17 20:47:46.000
11737,435,1,12741,4.99,2005-08-18 22:17:05.000
11738,435,2,13208,0.99,2005-08-19 15:18:55.000
11739,435,1,14696,4.99,2005-08-21 20:48:05.000
11740,435,1,14765,1.99,2005-08-21 23:40:28.000
11741,435,1,14850,0.99,2005-08-22 02:16:55.000
11742,435,1,15136,2.99,2005-08-22 13:19:25.000
11743,436,1,45,7.99,2005-05-25 05:59:39.000
11744,436,1,256,3.99,2005-05-26 15:20:58.000
11745,436,1,848,5.99,2005-05-30 01:19:53.000
11746,436,1,2291,9.99,2005-06-18 07:36:46.000
11747,436,2,3851,1.99,2005-07-06 16:54:12.000
11748,436,2,3944,2.99,2005-07-06 21:34:11.000
11749,436,2,4643,0.99,2005-07-08 09:13:56.000
11750,436,2,4751,2.99,2005-07-08 14:07:52.000
11751,436,1,4782,4.99,2005-07-08 16:08:51.000
11752,436,1,5959,0.99,2005-07-10 23:35:36.000
11753,436,1,7593,4.99,2005-07-27 23:28:47.000
11754,436,2,8027,5.99,2005-07-28 16:09:57.000
11755,436,2,8097,9.99,2005-07-28 18:32:49.000
11756,436,1,9345,9.99,2005-07-30 18:13:51.000
11757,436,1,9539,0.99,2005-07-31 01:36:19.000
11758,436,1,9638,5.99,2005-07-31 05:30:27.000
11759,436,2,10216,3.99,2005-08-01 01:06:27.000
11760,436,2,11160,0.99,2005-08-02 10:05:30.000
11761,436,1,11580,2.99,2005-08-17 01:59:07.000
11762,436,2,11615,4.99,2005-08-17 03:54:35.000
11763,436,2,11896,5.99,2005-08-17 15:19:54.000
11764,436,2,12297,0.99,2005-08-18 05:19:57.000
11765,436,2,12429,6.99,2005-08-18 10:26:46.000
11766,436,2,13099,9.99,2005-08-19 10:55:19.000
11767,436,2,13382,7.99,2005-08-19 21:38:41.000
11768,436,1,13533,3.99,2005-08-20 03:30:00.000
11769,436,1,13760,5.99,2005-08-20 11:26:33.000
11770,436,1,13814,0.99,2005-08-20 13:07:23.000
11771,436,2,13826,2.99,2005-08-20 13:46:38.000
11772,436,2,15766,4.99,2005-08-23 13:10:16.000
11773,437,1,192,2.99,2005-05-26 06:20:37.000
11774,437,2,656,4.99,2005-05-28 20:18:24.000
11775,437,1,666,5.99,2005-05-28 21:48:51.000
11776,437,2,2239,5.99,2005-06-18 04:23:54.000
11777,437,1,2792,2.99,2005-06-19 18:52:25.000
11778,437,2,3265,2.99,2005-06-21 04:23:13.000
11779,437,1,3747,4.99,2005-07-06 12:11:14.000
11780,437,2,4765,4.99,2005-07-08 15:08:45.000
11781,437,2,5085,4.99,2005-07-09 05:36:49.000
11782,437,1,5167,1.99,2005-07-09 09:18:43.000
11783,437,2,5744,2.99,2005-07-10 12:08:33.000
11784,437,2,5864,6.99,2005-07-10 18:29:57.000
11785,437,2,8215,2.99,2005-07-28 23:43:56.000
11786,437,2,9172,2.99,2005-07-30 11:36:38.000
11787,437,2,9333,2.99,2005-07-30 17:53:45.000
11788,437,2,10009,8.99,2005-07-31 18:00:28.000
11789,437,2,10249,0.99,2005-08-01 02:35:39.000
11790,437,2,11417,3.99,2005-08-02 19:44:46.000
11791,437,1,12205,8.99,2005-08-18 02:21:08.000
11792,437,2,13838,7.99,2005-08-20 14:22:46.000
11793,437,1,13839,2.99,2005-08-20 14:23:16.000
11794,437,1,13905,1.99,2005-08-20 16:12:48.000
11795,437,1,14993,1.99,2005-08-22 07:52:18.000
11796,438,2,23,4.99,2005-05-25 02:40:21.000
11797,438,2,1036,0.99,2005-05-31 05:21:10.000
11798,438,1,1138,6.99,2005-05-31 19:30:27.000
11799,438,1,1431,4.99,2005-06-15 18:26:29.000
11800,438,2,1779,0.99,2005-06-16 18:55:11.000
11801,438,2,2206,0.99,2005-06-18 02:14:45.000
11802,438,1,2591,4.99,2005-06-19 05:32:22.000
11803,438,1,3315,4.99,2005-06-21 08:17:04.000
11804,438,2,3368,0.99,2005-06-21 13:18:38.000
11805,438,1,4355,4.99,2005-07-07 19:21:19.000
11806,438,2,4446,2.99,2005-07-07 23:12:16.000
11807,438,2,5316,4.99,2005-07-09 16:09:42.000
11808,438,2,5426,4.99,2005-07-09 21:04:47.000
11809,438,1,5870,2.99,2005-07-10 18:40:25.000
11810,438,2,6138,4.99,2005-07-11 08:36:04.000
11811,438,1,6563,3.99,2005-07-12 05:34:09.000
11812,438,2,6615,4.99,2005-07-12 08:36:22.000
11813,438,2,7357,1.99,2005-07-27 14:48:31.000
11814,438,2,7374,8.99,2005-07-27 15:20:57.000
11815,438,1,7598,0.99,2005-07-27 23:36:01.000
11816,438,2,8547,2.99,2005-07-29 11:10:15.000
11817,438,1,9082,3.99,2005-07-30 08:11:22.000
11818,438,2,9782,0.99,2005-07-31 10:14:26.000
11819,438,1,10512,6.99,2005-08-01 11:36:19.000
11820,438,1,10607,4.99,2005-08-01 14:44:43.000
11821,438,2,11644,4.99,2005-08-17 04:49:46.000
11822,438,2,11933,4.99,2005-08-17 16:38:20.000
11823,438,2,12654,0.99,2005-08-18 18:56:40.000
11824,438,2,13319,7.99,2005-08-19 19:35:13.000
11825,438,1,13414,4.99,2005-08-19 22:47:34.000
11826,438,2,14582,5.99,2005-08-21 17:08:33.000
11827,438,2,15893,5.99,2005-08-23 17:02:00.000
11828,438,2,12524,0.99,2006-02-14 15:16:03.000
11829,439,1,126,2.99,2005-05-25 21:07:59.000
11830,439,2,367,0.99,2005-05-27 07:37:02.000
11831,439,1,786,9.99,2005-05-29 15:17:28.000
11832,439,1,1264,4.99,2005-06-15 06:59:39.000
11833,439,2,1557,0.99,2005-06-16 02:28:35.000
11834,439,2,2097,4.99,2005-06-17 18:40:04.000
11835,439,1,2621,2.99,2005-06-19 08:07:31.000
11836,439,1,2992,2.99,2005-06-20 09:11:51.000
11837,439,1,3294,6.99,2005-06-21 07:03:23.000
11838,439,2,3774,5.99,2005-07-06 13:25:07.000
11839,439,1,4528,2.99,2005-07-08 03:24:54.000
11840,439,1,4813,4.99,2005-07-08 17:09:56.000
11841,439,2,5801,5.99,2005-07-10 14:59:05.000
11842,439,1,5893,2.99,2005-07-10 20:05:30.000
11843,439,1,6577,2.99,2005-07-12 06:15:05.000
11844,439,2,6672,2.99,2005-07-12 11:49:16.000
11845,439,1,8343,2.99,2005-07-29 04:45:16.000
11846,439,1,8624,2.99,2005-07-29 13:55:36.000
11847,439,2,8703,2.99,2005-07-29 17:12:44.000
11848,439,1,9275,0.99,2005-07-30 15:09:15.000
11849,439,1,9322,6.99,2005-07-30 17:21:39.000
11850,439,2,10744,1.99,2005-08-01 19:56:49.000
11851,439,1,10905,2.99,2005-08-02 01:45:59.000
11852,439,2,11042,6.99,2005-08-02 06:04:33.000
11853,439,2,11544,5.99,2005-08-17 00:55:07.000
11854,439,1,11989,2.99,2005-08-17 18:23:58.000
11855,439,1,12621,2.99,2005-08-18 17:31:36.000
11856,439,2,12755,5.99,2005-08-18 22:38:47.000
11857,439,2,12826,3.99,2005-08-19 01:25:11.000
11858,439,2,13358,4.99,2005-08-19 21:04:20.000
11859,439,2,14730,5.99,2005-08-21 22:21:11.000
11860,439,2,15044,9.99,2005-08-22 09:51:54.000
11861,439,2,15162,4.99,2005-08-22 14:41:05.000
11862,439,2,15653,4.99,2005-08-23 08:34:42.000
11863,439,1,15818,1.99,2005-08-23 14:59:58.000
11864,439,1,16018,0.99,2005-08-23 21:27:35.000
11865,440,2,957,4.99,2005-05-30 17:53:29.000
11866,440,1,4301,2.99,2005-07-07 16:37:23.000
11867,440,1,4946,7.99,2005-07-08 22:46:23.000
11868,440,2,5423,2.99,2005-07-09 20:56:48.000
11869,440,2,5594,0.99,2005-07-10 04:33:36.000
11870,440,2,5731,2.99,2005-07-10 11:31:52.000
11871,440,2,5782,0.99,2005-07-10 13:52:56.000
11872,440,2,7585,4.99,2005-07-27 23:18:22.000
11873,440,1,7614,0.99,2005-07-28 00:14:38.000
11874,440,1,7806,9.99,2005-07-28 07:58:17.000
11875,440,1,9001,4.99,2005-07-30 04:59:41.000
11876,440,1,9195,2.99,2005-07-30 12:29:43.000
11877,440,1,9547,4.99,2005-07-31 01:52:34.000
11878,440,2,12403,6.99,2005-08-18 09:31:05.000
11879,440,1,12850,0.99,2005-08-19 02:08:06.000
11880,440,2,13384,4.99,2005-08-19 21:38:51.000
11881,440,2,13779,2.99,2005-08-20 12:03:54.000
11882,440,1,14555,0.99,2005-08-21 16:03:02.000
11883,440,2,14863,7.99,2005-08-22 02:57:04.000
11884,440,2,15264,0.99,2005-08-22 18:27:38.000
11885,440,1,15925,4.99,2005-08-23 18:15:06.000
11886,440,1,13106,4.99,2006-02-14 15:16:03.000
11887,441,1,823,4.99,2005-05-29 21:39:37.000
11888,441,1,1602,4.99,2005-06-16 06:12:40.000
11889,441,2,2328,4.99,2005-06-18 10:17:21.000
11890,441,2,3629,0.99,2005-07-06 06:23:22.000
11891,441,2,3695,2.99,2005-07-06 10:02:08.000
11892,441,1,4084,8.99,2005-07-07 05:16:00.000
11893,441,2,4208,0.99,2005-07-07 11:34:22.000
11894,441,2,5129,2.99,2005-07-09 07:28:33.000
11895,441,1,5811,0.99,2005-07-10 15:27:04.000
11896,441,2,6636,2.99,2005-07-12 09:49:46.000
11897,441,1,6642,4.99,2005-07-12 10:37:52.000
11898,441,1,6941,5.99,2005-07-26 23:18:49.000
11899,441,2,8237,2.99,2005-07-29 00:29:56.000
11900,441,1,8281,0.99,2005-07-29 01:46:00.000
11901,441,1,8427,4.99,2005-07-29 07:08:36.000
11902,441,1,8575,4.99,2005-07-29 11:52:47.000
11903,441,2,8617,4.99,2005-07-29 13:46:14.000
11904,441,2,9644,10.99,2005-07-31 05:40:35.000
11905,441,2,9854,2.99,2005-07-31 12:59:34.000
11906,441,2,10139,1.99,2005-07-31 22:02:20.000
11907,441,1,10846,1.99,2005-08-01 23:47:54.000
11908,441,2,11247,1.99,2005-08-02 13:34:08.000
11909,441,2,13483,2.99,2005-08-20 01:16:38.000
11910,441,2,13739,4.99,2005-08-20 10:45:10.000
11911,441,1,13932,4.99,2005-08-20 17:17:00.000
11912,441,2,14796,4.99,2005-08-22 00:40:49.000
11913,441,2,15070,3.99,2005-08-22 10:55:45.000
11914,441,1,14878,4.99,2006-02-14 15:16:03.000
11915,442,2,466,0.99,2005-05-27 20:57:07.000
11916,442,2,558,6.99,2005-05-28 08:38:43.000
11917,442,1,632,5.99,2005-05-28 17:37:50.000
11918,442,1,1251,5.99,2005-06-15 05:58:55.000
11919,442,2,1358,0.99,2005-06-15 13:28:48.000
11920,442,2,1576,8.99,2005-06-16 03:54:39.000
11921,442,1,1774,2.99,2005-06-16 18:27:52.000
11922,442,2,3545,4.99,2005-07-06 02:16:17.000
11923,442,1,3661,2.99,2005-07-06 08:10:02.000
11924,442,1,4052,5.99,2005-07-07 03:38:22.000
11925,442,1,4058,2.99,2005-07-07 04:02:50.000
11926,442,2,4365,2.99,2005-07-07 19:47:46.000
11927,442,2,4577,3.99,2005-07-08 05:59:00.000
11928,442,2,6590,4.99,2005-07-12 07:08:21.000
11929,442,2,6632,2.99,2005-07-12 09:33:10.000
11930,442,2,7427,2.99,2005-07-27 17:20:16.000
11931,442,1,7460,0.99,2005-07-27 18:41:35.000
11932,442,1,7671,2.99,2005-07-28 02:48:31.000
11933,442,1,8044,2.99,2005-07-28 16:49:12.000
11934,442,1,8758,4.99,2005-07-29 19:20:49.000
11935,442,1,9180,4.99,2005-07-30 12:03:15.000
11936,442,2,9873,5.99,2005-07-31 13:32:18.000
11937,442,1,10034,2.99,2005-07-31 18:45:30.000
11938,442,2,10365,6.99,2005-08-01 06:08:44.000
11939,442,2,10452,0.99,2005-08-01 09:11:36.000
11940,442,1,12948,0.99,2005-08-19 05:55:14.000
11941,442,2,13004,0.99,2005-08-19 07:40:08.000
11942,442,1,13155,7.99,2005-08-19 13:10:23.000
11943,442,2,14199,0.99,2005-08-21 03:48:43.000
11944,442,1,14418,1.99,2005-08-21 11:14:26.000
11945,442,1,14466,0.99,2005-08-21 13:03:13.000
11946,442,2,15207,2.99,2005-08-22 16:35:25.000
11947,443,2,1068,4.99,2005-05-31 09:32:15.000
11948,443,1,2871,2.99,2005-06-20 00:27:49.000
11949,443,2,3510,5.99,2005-07-06 00:27:41.000
11950,443,2,6625,5.99,2005-07-12 09:06:40.000
11951,443,1,6913,4.99,2005-07-12 22:18:12.000
11952,443,2,6983,2.99,2005-07-27 00:55:03.000
11953,443,1,7317,2.99,2005-07-27 13:19:41.000
11954,443,1,7667,8.99,2005-07-28 02:37:22.000
11955,443,1,7987,9.99,2005-07-28 14:36:52.000
11956,443,2,9740,1.99,2005-07-31 09:08:03.000
11957,443,1,10014,4.99,2005-07-31 18:10:56.000
11958,443,2,10081,5.99,2005-07-31 20:07:44.000
11959,443,2,10360,0.99,2005-08-01 05:52:53.000
11960,443,1,11449,4.99,2005-08-02 20:44:43.000
11961,443,1,12415,4.99,2005-08-18 09:54:01.000
11962,443,2,12857,4.99,2005-08-19 02:20:13.000
11963,443,1,13489,2.99,2005-08-20 01:29:06.000
11964,443,1,14561,2.99,2005-08-21 16:20:43.000
11965,443,2,14611,6.99,2005-08-21 18:01:41.000
11966,443,1,15182,0.99,2005-08-22 15:47:05.000
11967,443,2,15393,4.99,2005-08-22 23:04:09.000
11968,443,1,15519,0.99,2005-08-23 03:23:32.000
11969,444,1,201,8.99,2005-05-26 07:13:45.000
11970,444,1,557,0.99,2005-05-28 08:36:22.000
11971,444,1,1239,0.99,2005-06-15 04:53:01.000
11972,444,2,1397,3.99,2005-06-15 16:25:26.000
11973,444,2,1441,1.99,2005-06-15 18:54:21.000
11974,444,1,2551,4.99,2005-06-19 02:51:04.000
11975,444,2,3301,7.99,2005-06-21 07:32:25.000
11976,444,2,3415,5.99,2005-06-21 16:59:49.000
11977,444,2,3498,4.99,2005-07-06 00:02:08.000
11978,444,1,3539,0.99,2005-07-06 01:39:08.000
11979,444,2,4648,6.99,2005-07-08 09:31:27.000
11980,444,1,5753,2.99,2005-07-10 12:29:43.000
11981,444,2,5825,2.99,2005-07-10 16:20:30.000
11982,444,2,6285,2.99,2005-07-11 16:52:07.000
11983,444,2,7679,3.99,2005-07-28 02:58:39.000
11984,444,2,9634,1.99,2005-07-31 05:06:02.000
11985,444,1,10529,4.99,2005-08-01 12:00:02.000
11986,444,1,10693,4.99,2005-08-01 18:14:14.000
11987,444,2,11353,0.99,2005-08-02 17:34:45.000
11988,444,2,11419,6.99,2005-08-02 19:46:38.000
11989,444,1,11728,4.99,2005-08-17 08:12:26.000
11990,444,1,12161,6.99,2005-08-18 00:41:46.000
11991,444,2,12712,2.99,2005-08-18 21:04:13.000
11992,444,2,12946,2.99,2005-08-19 05:53:34.000
11993,444,1,13488,0.99,2005-08-20 01:28:42.000
11994,444,2,13559,2.99,2005-08-20 04:16:07.000
11995,444,1,13924,0.99,2005-08-20 17:05:18.000
11996,444,1,15249,4.99,2005-08-22 17:58:27.000
11997,444,1,15557,0.99,2005-08-23 04:52:17.000
11998,444,2,15815,4.99,2005-08-23 14:55:47.000
11999,445,1,481,2.99,2005-05-27 22:49:27.000
12000,445,1,960,2.99,2005-05-30 18:13:23.000
12001,445,1,4041,0.99,2005-07-07 03:03:33.000
12002,445,1,4193,0.99,2005-07-07 10:57:21.000
12003,445,2,5225,2.99,2005-07-09 12:10:16.000
12004,445,1,6346,0.99,2005-07-11 20:08:34.000
12005,445,2,7351,2.99,2005-07-27 14:37:36.000
12006,445,2,7971,4.99,2005-07-28 14:00:47.000
12007,445,1,8851,8.99,2005-07-29 23:26:19.000
12008,445,2,8911,0.99,2005-07-30 01:30:57.000
12009,445,2,9625,4.99,2005-07-31 04:30:48.000
12010,445,1,10007,0.99,2005-07-31 17:54:58.000
12011,445,2,10334,1.99,2005-08-01 04:58:42.000
12012,445,2,10341,0.99,2005-08-01 05:10:02.000
12013,445,2,10936,9.99,2005-08-02 02:55:04.000
12014,445,1,11383,7.99,2005-08-02 18:22:05.000
12015,445,1,11868,4.99,2005-08-17 14:05:34.000
12016,445,1,11877,3.99,2005-08-17 14:21:11.000
12017,445,2,13586,0.99,2005-08-20 05:40:33.000
12018,445,1,14612,6.99,2005-08-21 18:03:15.000
12019,445,2,14673,2.99,2005-08-21 20:01:18.000
12020,445,1,14866,6.99,2005-08-22 03:11:35.000
12021,445,1,14955,4.99,2005-08-22 06:25:52.000
12022,445,1,15123,3.99,2005-08-22 12:48:44.000
12023,445,1,15791,6.99,2005-08-23 14:02:13.000
12024,445,2,15906,2.99,2005-08-23 17:36:00.000
12025,446,2,14,0.99,2005-05-25 00:31:15.000
12026,446,1,236,0.99,2005-05-26 11:53:49.000
12027,446,1,355,4.99,2005-05-27 06:15:33.000
12028,446,1,2248,4.99,2005-06-18 04:59:48.000
12029,446,2,2335,3.99,2005-06-18 10:59:36.000
12030,446,2,2520,6.99,2005-06-19 00:29:00.000
12031,446,2,2710,0.99,2005-06-19 14:03:56.000
12032,446,1,3060,2.99,2005-06-20 13:47:20.000
12033,446,2,3168,0.99,2005-06-20 21:46:01.000
12034,446,2,4358,4.99,2005-07-07 19:27:04.000
12035,446,2,5393,4.99,2005-07-09 19:35:12.000
12036,446,2,5409,2.99,2005-07-09 20:17:19.000
12037,446,2,6454,0.99,2005-07-12 01:00:12.000
12038,446,1,6510,4.99,2005-07-12 03:35:39.000
12039,446,1,6535,0.99,2005-07-12 04:43:43.000
12040,446,1,6734,6.99,2005-07-12 14:04:24.000
12041,446,1,7005,5.99,2005-07-27 01:38:36.000
12042,446,2,7089,0.99,2005-07-27 04:43:42.000
12043,446,1,7576,4.99,2005-07-27 22:54:35.000
12044,446,2,8284,6.99,2005-07-29 01:56:40.000
12045,446,1,8309,4.99,2005-07-29 03:22:20.000
12046,446,2,8670,4.99,2005-07-29 15:49:03.000
12047,446,2,8691,0.99,2005-07-29 16:41:23.000
12048,446,2,8922,9.99,2005-07-30 02:08:25.000
12049,446,1,8923,3.99,2005-07-30 02:08:49.000
12050,446,1,9116,0.99,2005-07-30 09:19:41.000
12051,446,1,11051,3.99,2005-08-02 06:23:39.000
12052,446,2,12253,0.99,2005-08-18 04:00:50.000
12053,446,2,12480,8.99,2005-08-18 12:26:43.000
12054,446,1,15808,1.99,2005-08-23 14:38:37.000
12055,446,2,15951,0.99,2005-08-23 19:10:32.000
12056,447,1,461,2.99,2005-05-27 20:08:55.000
12057,447,2,732,0.99,2005-05-29 07:32:51.000
12058,447,2,1230,0.99,2005-06-15 04:04:09.000
12059,447,2,1890,2.99,2005-06-17 04:06:13.000
12060,447,1,2025,4.99,2005-06-17 13:04:00.000
12061,447,2,2285,4.99,2005-06-18 07:00:54.000
12062,447,2,4403,4.99,2005-07-07 21:29:40.000
12063,447,1,4858,6.99,2005-07-08 18:53:24.000
12064,447,1,5331,4.99,2005-07-09 16:54:06.000
12065,447,1,5734,0.99,2005-07-10 11:37:28.000
12066,447,2,5987,2.99,2005-07-11 00:55:31.000
12067,447,1,6651,0.99,2005-07-12 10:57:28.000
12068,447,1,6690,1.99,2005-07-12 12:23:02.000
12069,447,1,8537,8.99,2005-07-29 10:44:54.000
12070,447,2,8945,4.99,2005-07-30 03:11:48.000
12071,447,2,9076,5.99,2005-07-30 07:58:12.000
12072,447,1,9288,6.99,2005-07-30 15:56:39.000
12073,447,1,10425,2.99,2005-08-01 08:23:25.000
12074,447,2,10957,5.99,2005-08-02 03:33:30.000
12075,447,2,11108,0.99,2005-08-02 08:20:01.000
12076,447,1,11465,5.99,2005-08-02 21:43:52.000
12077,447,2,12511,0.99,2005-08-18 13:23:19.000
12078,447,1,13072,2.99,2005-08-19 10:03:30.000
12079,447,2,13110,0.99,2005-08-19 11:24:37.000
12080,447,1,13848,4.99,2005-08-20 14:37:49.000
12081,447,2,14443,5.99,2005-08-21 12:06:32.000
12082,447,1,15108,2.99,2005-08-22 12:10:07.000
